Index,Cancer,Drug,Gene,Raw P value,Link
20601,Glioblastoma multiforme (GBM),Temozolomide,TIMM8A,0.1575357337,LINK
20602,Glioblastoma multiforme (GBM),Temozolomide,RPL36A,0.1575357337,LINK
20603,Glioblastoma multiforme (GBM),Temozolomide,GLA,0.1575357337,LINK
20604,Glioblastoma multiforme (GBM),Temozolomide,HNRNPH2,0.1575357337,LINK
20605,Glioblastoma multiforme (GBM),Temozolomide,ARMCX4,0.1575357337,LINK
20606,Glioblastoma multiforme (GBM),Temozolomide,ARMCX1,0.1575357337,LINK
20607,Glioblastoma multiforme (GBM),Temozolomide,ARMCX6,0.1575357337,LINK
20608,Glioblastoma multiforme (GBM),Temozolomide,ARMCX3,0.1575357337,LINK
20609,Glioblastoma multiforme (GBM),Temozolomide,ARMCX2,0.1575357337,LINK
20610,Glioblastoma multiforme (GBM),Temozolomide,NXF5,0.1575357337,LINK
20611,Glioblastoma multiforme (GBM),Temozolomide,ZMAT1,0.1575357337,LINK
20612,Glioblastoma multiforme (GBM),Temozolomide,TCEAL2,0.1575357337,LINK
20613,Glioblastoma multiforme (GBM),Temozolomide,TCEAL6,0.1575357337,LINK
20614,Glioblastoma multiforme (GBM),Temozolomide,BEX5,0.1575357337,LINK
20615,Glioblastoma multiforme (GBM),Temozolomide,TCP11X3P,0.1575357337,LINK
20616,Glioblastoma multiforme (GBM),Temozolomide,NXF2,0.1575357337,LINK
20617,Glioblastoma multiforme (GBM),Temozolomide,TCP11X1,0.1575357337,LINK
20618,Glioblastoma multiforme (GBM),Temozolomide,NXF2B,0.1575357337,LINK
20619,Glioblastoma multiforme (GBM),Temozolomide,TCP11X2,0.1575357337,LINK
20620,Glioblastoma multiforme (GBM),Temozolomide,TMSB15A,0.1575357337,LINK
20621,Glioblastoma multiforme (GBM),Temozolomide,NXF4,0.1575357337,LINK
20622,Glioblastoma multiforme (GBM),Temozolomide,ARMCX5,0.1575357337,LINK
20623,Glioblastoma multiforme (GBM),Temozolomide,GPRASP1,0.1575357337,LINK
20624,Glioblastoma multiforme (GBM),Temozolomide,GPRASP2,0.1575357337,LINK
20625,Glioblastoma multiforme (GBM),Temozolomide,BHLHB9,0.1575357337,LINK
20626,Glioblastoma multiforme (GBM),Temozolomide,LINC00630,0.1575357337,LINK
20627,Glioblastoma multiforme (GBM),Temozolomide,RAB40AL,0.1575357337,LINK
20628,Glioblastoma multiforme (GBM),Temozolomide,BEX1,0.1575357337,LINK
20629,Glioblastoma multiforme (GBM),Temozolomide,NXF3,0.1575357337,LINK
20630,Glioblastoma multiforme (GBM),Temozolomide,BEX4,0.1575357337,LINK
20631,Glioblastoma multiforme (GBM),Temozolomide,TCEAL8,0.1575357337,LINK
20632,Glioblastoma multiforme (GBM),Temozolomide,TCEAL5,0.1575357337,LINK
20633,Glioblastoma multiforme (GBM),Temozolomide,BEX2,0.1575357337,LINK
20634,Glioblastoma multiforme (GBM),Temozolomide,TCEAL7,0.1575357337,LINK
20635,Glioblastoma multiforme (GBM),Temozolomide,WBP5,0.1575357337,LINK
20636,Glioblastoma multiforme (GBM),Temozolomide,NGFRAP1,0.1575357337,LINK
20637,Glioblastoma multiforme (GBM),Temozolomide,RAB40A,0.1575357337,LINK
20638,Glioblastoma multiforme (GBM),Temozolomide,TCEAL4,0.1575357337,LINK
20639,Glioblastoma multiforme (GBM),Temozolomide,TCEAL3,0.1575357337,LINK
20640,Glioblastoma multiforme (GBM),Temozolomide,TCEAL1,0.1575357337,LINK
20641,Glioblastoma multiforme (GBM),Temozolomide,MORF4L2,0.1575357337,LINK
20642,Glioblastoma multiforme (GBM),Temozolomide,GLRA4,0.1575357337,LINK
20643,Glioblastoma multiforme (GBM),Temozolomide,TMEM31,0.1575357337,LINK
20644,Glioblastoma multiforme (GBM),Temozolomide,PLP1,0.1575357337,LINK
20645,Glioblastoma multiforme (GBM),Temozolomide,RAB9B,0.1575357337,LINK
20646,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP511,0.1575357337,LINK
20647,Glioblastoma multiforme (GBM),Temozolomide,TMSB15B,0.1575357337,LINK
20648,Glioblastoma multiforme (GBM),Temozolomide,H2BFM,0.1575357337,LINK
20649,Glioblastoma multiforme (GBM),Temozolomide,H2BFWT,0.1575357337,LINK
20650,Glioblastoma multiforme (GBM),Temozolomide,SLC25A53,0.1575357337,LINK
20651,Glioblastoma multiforme (GBM),Temozolomide,ZCCHC18,0.1575357337,LINK
20652,Glioblastoma multiforme (GBM),Temozolomide,FAM199X,0.1575357337,LINK
20653,Glioblastoma multiforme (GBM),Temozolomide,ESX1,0.1575357337,LINK
20654,Glioblastoma multiforme (GBM),Temozolomide,NXT2,0.1575357337,LINK
20655,Glioblastoma multiforme (GBM),Temozolomide,KCNE1L,0.1575357337,LINK
20656,Glioblastoma multiforme (GBM),Temozolomide,ACSL4,0.1575357337,LINK
20657,Glioblastoma multiforme (GBM),Temozolomide,TMEM164,0.1575357337,LINK
20658,Glioblastoma multiforme (GBM),Temozolomide,MIR652,0.1575357337,LINK
20659,Glioblastoma multiforme (GBM),Temozolomide,MIR3978,0.1575357337,LINK
20660,Glioblastoma multiforme (GBM),Temozolomide,AMMECR1,0.1575357337,LINK
20661,Glioblastoma multiforme (GBM),Temozolomide,SNORD96B,0.1575357337,LINK
20662,Glioblastoma multiforme (GBM),Temozolomide,GNG5P2,0.1575357337,LINK
20663,Glioblastoma multiforme (GBM),Temozolomide,RGAG1,0.1575357337,LINK
20664,Glioblastoma multiforme (GBM),Temozolomide,TDGF1P3,0.1575357337,LINK
20665,Glioblastoma multiforme (GBM),Temozolomide,CHRDL1,0.1575357337,LINK
20666,Brain Lower Grade Glioma (LGG),Temozolomide,PLEKHM3,0.1578331341,LINK
20667,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP116,0.1578331341,LINK
20668,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238582.1,0.1578331341,LINK
20669,Brain Lower Grade Glioma (LGG),Temozolomide,CRYGEP,0.1578331341,LINK
20670,Brain Lower Grade Glioma (LGG),Temozolomide,CRYGD,0.1578331341,LINK
20671,Brain Lower Grade Glioma (LGG),Temozolomide,CRYGC,0.1578331341,LINK
20672,Brain Lower Grade Glioma (LGG),Temozolomide,CRYGB,0.1578331341,LINK
20673,Brain Lower Grade Glioma (LGG),Temozolomide,CRYGA,0.1578331341,LINK
20674,Brain Lower Grade Glioma (LGG),Temozolomide,TMEM45B,0.1582435424,LINK
20675,Brain Lower Grade Glioma (LGG),Temozolomide,NFRKB,0.1582435424,LINK
20676,Brain Lower Grade Glioma (LGG),Temozolomide,PRDM10,0.1582435424,LINK
20677,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00167,0.1582435424,LINK
20678,Brain Lower Grade Glioma (LGG),Temozolomide,APLP2,0.1582435424,LINK
20679,Brain Lower Grade Glioma (LGG),Temozolomide,ST14,0.1582435424,LINK
20680,Brain Lower Grade Glioma (LGG),Temozolomide,ZBTB44,0.1582435424,LINK
20681,Brain Lower Grade Glioma (LGG),Temozolomide,ADAMTS8,0.1582435424,LINK
20682,Brain Lower Grade Glioma (LGG),Temozolomide,ADAMTS15,0.1582435424,LINK
20683,Brain Lower Grade Glioma (LGG),Temozolomide,C11orf44,0.1582435424,LINK
20684,Glioblastoma multiforme (GBM),Temozolomide,SNORD112|ENSG00000252592.1,0.1584344939,LINK
20685,Glioblastoma multiforme (GBM),Temozolomide,FAM181B,0.1584344939,LINK
20686,Glioblastoma multiforme (GBM),Temozolomide,PRCP,0.1584344939,LINK
20687,Brain Lower Grade Glioma (LGG),Temozolomide,TBC1D2,0.1586680765,LINK
20688,Brain Lower Grade Glioma (LGG),Temozolomide,GABBR2,0.1586680765,LINK
20689,Glioblastoma multiforme (GBM),Temozolomide,FRMD4A,0.1587806975,LINK
20690,Glioblastoma multiforme (GBM),Temozolomide,FAM188A,0.1587806975,LINK
20691,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000239130.1,0.1587806975,LINK
20692,Glioblastoma multiforme (GBM),Temozolomide,SNORA31|ENSG00000252537.1,0.1587806975,LINK
20693,Glioblastoma multiforme (GBM),Temozolomide,CXorf64,0.1588521912,LINK
20694,Glioblastoma multiforme (GBM),Temozolomide,ACTRT1,0.1588521912,LINK
20695,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP513,0.1588521912,LINK
20696,Glioblastoma multiforme (GBM),Temozolomide,SMARCA1,0.1588521912,LINK
20697,Glioblastoma multiforme (GBM),Temozolomide,OCRL,0.1588521912,LINK
20698,Glioblastoma multiforme (GBM),Temozolomide,APLN,0.1588521912,LINK
20699,Glioblastoma multiforme (GBM),Temozolomide,XPNPEP2,0.1588521912,LINK
20700,Glioblastoma multiforme (GBM),Temozolomide,SASH3,0.1588521912,LINK
20701,Glioblastoma multiforme (GBM),Temozolomide,ZDHHC9,0.1588521912,LINK
20702,Glioblastoma multiforme (GBM),Temozolomide,UTP14A,0.1588521912,LINK
20703,Glioblastoma multiforme (GBM),Temozolomide,BCORL1,0.1588521912,LINK
20704,Glioblastoma multiforme (GBM),Temozolomide,ELF4,0.1588521912,LINK
20705,Glioblastoma multiforme (GBM),Temozolomide,AIFM1,0.1588521912,LINK
20706,Glioblastoma multiforme (GBM),Temozolomide,RAB33A,0.1588521912,LINK
20707,Glioblastoma multiforme (GBM),Temozolomide,ZNF280C,0.1588521912,LINK
20708,Glioblastoma multiforme (GBM),Temozolomide,SLC25A14,0.1588521912,LINK
20709,Glioblastoma multiforme (GBM),Temozolomide,GPR119,0.1588521912,LINK
20710,Glioblastoma multiforme (GBM),Temozolomide,RBMX2,0.1588521912,LINK
20711,Glioblastoma multiforme (GBM),Temozolomide,FAM45B,0.1588521912,LINK
20712,Glioblastoma multiforme (GBM),Temozolomide,ENOX2,0.1588521912,LINK
20713,Glioblastoma multiforme (GBM),Temozolomide,ARHGAP36,0.1588521912,LINK
20714,Glioblastoma multiforme (GBM),Temozolomide,RN7SL191P,0.1588521912,LINK
20715,Glioblastoma multiforme (GBM),Temozolomide,IGSF1,0.1588521912,LINK
20716,Glioblastoma multiforme (GBM),Temozolomide,OR13H1,0.1588521912,LINK
20717,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP514,0.1588521912,LINK
20718,Glioblastoma multiforme (GBM),Temozolomide,MST4,0.1588521912,LINK
20719,Glioblastoma multiforme (GBM),Temozolomide,FRMD7,0.1588521912,LINK
20720,Glioblastoma multiforme (GBM),Temozolomide,RAP2C,0.1588521912,LINK
20721,Glioblastoma multiforme (GBM),Temozolomide,MBNL3,0.1588521912,LINK
20722,Glioblastoma multiforme (GBM),Temozolomide,HS6ST2,0.1588521912,LINK
20723,Glioblastoma multiforme (GBM),Temozolomide,USP26,0.1588521912,LINK
20724,Glioblastoma multiforme (GBM),Temozolomide,SNORA8|ENSG00000207100.1,0.1588521912,LINK
20725,Glioblastoma multiforme (GBM),Temozolomide,TFDP3,0.1588521912,LINK
20726,Glioblastoma multiforme (GBM),Temozolomide,GPC4,0.1588521912,LINK
20727,Glioblastoma multiforme (GBM),Temozolomide,GPC3,0.1588521912,LINK
20728,Glioblastoma multiforme (GBM),Temozolomide,MIR106A,0.1588521912,LINK
20729,Glioblastoma multiforme (GBM),Temozolomide,MIR18B,0.1588521912,LINK
20730,Glioblastoma multiforme (GBM),Temozolomide,MIR19B2,0.1588521912,LINK
20731,Glioblastoma multiforme (GBM),Temozolomide,MIR20B,0.1588521912,LINK
20732,Glioblastoma multiforme (GBM),Temozolomide,MIR363,0.1588521912,LINK
20733,Glioblastoma multiforme (GBM),Temozolomide,MIR92A2,0.1588521912,LINK
20734,Glioblastoma multiforme (GBM),Temozolomide,CCDC160,0.1588521912,LINK
20735,Glioblastoma multiforme (GBM),Temozolomide,PHF6,0.1588521912,LINK
20736,Glioblastoma multiforme (GBM),Temozolomide,HPRT1,0.1588521912,LINK
20737,Glioblastoma multiforme (GBM),Temozolomide,MIR450A1,0.1588521912,LINK
20738,Glioblastoma multiforme (GBM),Temozolomide,MIR450A2,0.1588521912,LINK
20739,Glioblastoma multiforme (GBM),Temozolomide,MIR450B,0.1588521912,LINK
20740,Glioblastoma multiforme (GBM),Temozolomide,MIR503HG,0.1588521912,LINK
20741,Glioblastoma multiforme (GBM),Temozolomide,MIR542,0.1588521912,LINK
20742,Glioblastoma multiforme (GBM),Temozolomide,MIR503,0.1588521912,LINK
20743,Glioblastoma multiforme (GBM),Temozolomide,LINC00629,0.1588521912,LINK
20744,Glioblastoma multiforme (GBM),Temozolomide,PLAC1,0.1588521912,LINK
20745,Glioblastoma multiforme (GBM),Temozolomide,FAM122B,0.1588521912,LINK
20746,Glioblastoma multiforme (GBM),Temozolomide,FAM122C,0.1588521912,LINK
20747,Glioblastoma multiforme (GBM),Temozolomide,MOSPD1,0.1588521912,LINK
20748,Glioblastoma multiforme (GBM),Temozolomide,SMIM10,0.1588521912,LINK
20749,Glioblastoma multiforme (GBM),Temozolomide,FAM127C,0.1588521912,LINK
20750,Glioblastoma multiforme (GBM),Temozolomide,FAM127A,0.1588521912,LINK
20751,Glioblastoma multiforme (GBM),Temozolomide,FAM127B,0.1588521912,LINK
20752,Glioblastoma multiforme (GBM),Temozolomide,LINC00087,0.1588521912,LINK
20753,Glioblastoma multiforme (GBM),Temozolomide,LINC00633,0.1588521912,LINK
20754,Glioblastoma multiforme (GBM),Temozolomide,CT45A1,0.1588521912,LINK
20755,Glioblastoma multiforme (GBM),Temozolomide,CT45A2,0.1588521912,LINK
20756,Glioblastoma multiforme (GBM),Temozolomide,CT45A3,0.1588521912,LINK
20757,Glioblastoma multiforme (GBM),Temozolomide,CT45A4,0.1588521912,LINK
20758,Glioblastoma multiforme (GBM),Temozolomide,CT45A5,0.1588521912,LINK
20759,Glioblastoma multiforme (GBM),Temozolomide,CT45A6,0.1588521912,LINK
20760,Glioblastoma multiforme (GBM),Temozolomide,CXorf48,0.1588521912,LINK
20761,Glioblastoma multiforme (GBM),Temozolomide,DDX26B,0.1588521912,LINK
20762,Glioblastoma multiforme (GBM),Temozolomide,LINC00086,0.1588521912,LINK
20763,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP515,0.1588521912,LINK
20764,Glioblastoma multiforme (GBM),Temozolomide,SAGE1,0.1588521912,LINK
20765,Glioblastoma multiforme (GBM),Temozolomide,ZNF449,0.1588521912,LINK
20766,Glioblastoma multiforme (GBM),Temozolomide,ZNF75D,0.1588521912,LINK
20767,Glioblastoma multiforme (GBM),Temozolomide,MMGT1,0.1588521912,LINK
20768,Glioblastoma multiforme (GBM),Temozolomide,SLC9A6,0.1588521912,LINK
20769,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000239080.1,0.1588521912,LINK
20770,Glioblastoma multiforme (GBM),Temozolomide,FHL1,0.1588521912,LINK
20771,Glioblastoma multiforme (GBM),Temozolomide,MAP7D3,0.1588521912,LINK
20772,Glioblastoma multiforme (GBM),Temozolomide,GPR112,0.1588521912,LINK
20773,Glioblastoma multiforme (GBM),Temozolomide,BRS3,0.1588521912,LINK
20774,Glioblastoma multiforme (GBM),Temozolomide,HTATSF1,0.1588521912,LINK
20775,Glioblastoma multiforme (GBM),Temozolomide,VGLL1,0.1588521912,LINK
20776,Glioblastoma multiforme (GBM),Temozolomide,MIR934,0.1588521912,LINK
20777,Glioblastoma multiforme (GBM),Temozolomide,LINC00892,0.1588521912,LINK
20778,Glioblastoma multiforme (GBM),Temozolomide,CD40LG,0.1588521912,LINK
20779,Glioblastoma multiforme (GBM),Temozolomide,ARHGEF6,0.1588521912,LINK
20780,Glioblastoma multiforme (GBM),Temozolomide,RBMX,0.1588521912,LINK
20781,Glioblastoma multiforme (GBM),Temozolomide,SNORD61|ENSG00000206979.1,0.1588521912,LINK
20782,Glioblastoma multiforme (GBM),Temozolomide,GPR101,0.1588521912,LINK
20783,Glioblastoma multiforme (GBM),Temozolomide,ZIC3,0.1588521912,LINK
20784,Glioblastoma multiforme (GBM),Temozolomide,RN7SL325P,0.1588521912,LINK
20785,Glioblastoma multiforme (GBM),Temozolomide,RN7SKP31,0.1588521912,LINK
20786,Glioblastoma multiforme (GBM),Temozolomide,FGF13,0.1588521912,LINK
20787,Glioblastoma multiforme (GBM),Temozolomide,MIR504,0.1588521912,LINK
20788,Glioblastoma multiforme (GBM),Temozolomide,F9,0.1588521912,LINK
20789,Glioblastoma multiforme (GBM),Temozolomide,MCF2,0.1588521912,LINK
20790,Glioblastoma multiforme (GBM),Temozolomide,ATP11C,0.1588521912,LINK
20791,Glioblastoma multiforme (GBM),Temozolomide,CXorf66,0.1588521912,LINK
20792,Glioblastoma multiforme (GBM),Temozolomide,MIR505,0.1588521912,LINK
20793,Glioblastoma multiforme (GBM),Temozolomide,RN7SL727P,0.1588521912,LINK
20794,Glioblastoma multiforme (GBM),Temozolomide,RNU6ATAC23P,0.1588521912,LINK
20795,Glioblastoma multiforme (GBM),Temozolomide,SNORA18|ENSG00000252719.1,0.1588521912,LINK
20796,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000238485.1,0.1588521912,LINK
20797,Glioblastoma multiforme (GBM),Temozolomide,SOX3,0.1588521912,LINK
20798,Glioblastoma multiforme (GBM),Temozolomide,LINC00632,0.1588521912,LINK
20799,Glioblastoma multiforme (GBM),Temozolomide,CDR1,0.1588521912,LINK
20800,Glioblastoma multiforme (GBM),Temozolomide,MIR320D2,0.1588521912,LINK
20801,Glioblastoma multiforme (GBM),Temozolomide,SPANXB1,0.1588521912,LINK
20802,Glioblastoma multiforme (GBM),Temozolomide,SPANXB2,0.1588521912,LINK
20803,Glioblastoma multiforme (GBM),Temozolomide,LDOC1,0.1588521912,LINK
20804,Glioblastoma multiforme (GBM),Temozolomide,MAGEC1,0.1588521912,LINK
20805,Glioblastoma multiforme (GBM),Temozolomide,MAGEC3,0.1588521912,LINK
20806,Glioblastoma multiforme (GBM),Temozolomide,SPANXA1,0.1588521912,LINK
20807,Glioblastoma multiforme (GBM),Temozolomide,SPANXA2,0.1588521912,LINK
20808,Glioblastoma multiforme (GBM),Temozolomide,SPANXC,0.1588521912,LINK
20809,Glioblastoma multiforme (GBM),Temozolomide,SPANXD,0.1588521912,LINK
20810,Glioblastoma multiforme (GBM),Temozolomide,MAGEC2,0.1588521912,LINK
20811,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP516,0.1588521912,LINK
20812,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000239188.1,0.1588521912,LINK
20813,Glioblastoma multiforme (GBM),Temozolomide,SPANXN4,0.1588521912,LINK
20814,Glioblastoma multiforme (GBM),Temozolomide,RN7SKP81,0.1588521912,LINK
20815,Glioblastoma multiforme (GBM),Temozolomide,RN7SKP149,0.1588521912,LINK
20816,Glioblastoma multiforme (GBM),Temozolomide,SPANXN3,0.1588521912,LINK
20817,Glioblastoma multiforme (GBM),Temozolomide,SLITRK4,0.1588521912,LINK
20818,Glioblastoma multiforme (GBM),Temozolomide,SPANXN2,0.1588521912,LINK
20819,Glioblastoma multiforme (GBM),Temozolomide,UBE2NL,0.1588521912,LINK
20820,Glioblastoma multiforme (GBM),Temozolomide,RN7SKP189,0.1588521912,LINK
20821,Glioblastoma multiforme (GBM),Temozolomide,SPANXN1,0.1588521912,LINK
20822,Glioblastoma multiforme (GBM),Temozolomide,SLITRK2,0.1588521912,LINK
20823,Glioblastoma multiforme (GBM),Temozolomide,TMEM257,0.1588521912,LINK
20824,Glioblastoma multiforme (GBM),Temozolomide,MIR888,0.1588521912,LINK
20825,Glioblastoma multiforme (GBM),Temozolomide,MIR890,0.1588521912,LINK
20826,Glioblastoma multiforme (GBM),Temozolomide,MIR892A,0.1588521912,LINK
20827,Glioblastoma multiforme (GBM),Temozolomide,MIR892B,0.1588521912,LINK
20828,Glioblastoma multiforme (GBM),Temozolomide,MIR891B,0.1588521912,LINK
20829,Glioblastoma multiforme (GBM),Temozolomide,MIR891A,0.1588521912,LINK
20830,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP517,0.1588521912,LINK
20831,Glioblastoma multiforme (GBM),Temozolomide,CXorf51A,0.1588521912,LINK
20832,Glioblastoma multiforme (GBM),Temozolomide,CXorf51B,0.1588521912,LINK
20833,Glioblastoma multiforme (GBM),Temozolomide,MIR513C,0.1588521912,LINK
20834,Glioblastoma multiforme (GBM),Temozolomide,MIR513B,0.1588521912,LINK
20835,Glioblastoma multiforme (GBM),Temozolomide,MIR513A1,0.1588521912,LINK
20836,Glioblastoma multiforme (GBM),Temozolomide,MIR513A2,0.1588521912,LINK
20837,Glioblastoma multiforme (GBM),Temozolomide,MIR506,0.1588521912,LINK
20838,Glioblastoma multiforme (GBM),Temozolomide,MIR507,0.1588521912,LINK
20839,Glioblastoma multiforme (GBM),Temozolomide,MIR508,0.1588521912,LINK
20840,Glioblastoma multiforme (GBM),Temozolomide,MIR514B,0.1588521912,LINK
20841,Glioblastoma multiforme (GBM),Temozolomide,MIR510,0.1588521912,LINK
20842,Glioblastoma multiforme (GBM),Temozolomide,MIR514A1,0.1588521912,LINK
20843,Glioblastoma multiforme (GBM),Temozolomide,MIR514A2,0.1588521912,LINK
20844,Glioblastoma multiforme (GBM),Temozolomide,MIR514A3,0.1588521912,LINK
20845,Glioblastoma multiforme (GBM),Temozolomide,FMR1,0.1588521912,LINK
20846,Glioblastoma multiforme (GBM),Temozolomide,FMR1NB,0.1588521912,LINK
20847,Glioblastoma multiforme (GBM),Temozolomide,AFF2,0.1588521912,LINK
20848,Glioblastoma multiforme (GBM),Temozolomide,RN7SKP267,0.1588521912,LINK
20849,Glioblastoma multiforme (GBM),Temozolomide,IDS,0.1588521912,LINK
20850,Glioblastoma multiforme (GBM),Temozolomide,LINC00893,0.1588521912,LINK
20851,Glioblastoma multiforme (GBM),Temozolomide,CXorf40A,0.1588521912,LINK
20852,Glioblastoma multiforme (GBM),Temozolomide,CXorf40B,0.1588521912,LINK
20853,Glioblastoma multiforme (GBM),Temozolomide,HSFX1,0.1588521912,LINK
20854,Glioblastoma multiforme (GBM),Temozolomide,HSFX2,0.1588521912,LINK
20855,Glioblastoma multiforme (GBM),Temozolomide,LINC00894,0.1588521912,LINK
20856,Glioblastoma multiforme (GBM),Temozolomide,MAGEA11,0.1588521912,LINK
20857,Glioblastoma multiforme (GBM),Temozolomide,MAGEA8,0.1588521912,LINK
20858,Glioblastoma multiforme (GBM),Temozolomide,MAGEA9B,0.1588521912,LINK
20859,Glioblastoma multiforme (GBM),Temozolomide,MAGEA9,0.1588521912,LINK
20860,Glioblastoma multiforme (GBM),Temozolomide,TMEM185A,0.1588521912,LINK
20861,Glioblastoma multiforme (GBM),Temozolomide,MIR2114,0.1588521912,LINK
20862,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238920.1,0.1590766302,LINK
20863,Brain Lower Grade Glioma (LGG),Temozolomide,GYPC,0.1593592958,LINK
20864,Brain Lower Grade Glioma (LGG),Temozolomide,BIN1,0.1593592958,LINK
20865,Brain Lower Grade Glioma (LGG),Temozolomide,CYP27C1,0.1593592958,LINK
20866,Brain Lower Grade Glioma (LGG),Temozolomide,ERCC3,0.1593592958,LINK
20867,Brain Lower Grade Glioma (LGG),Temozolomide,MAP3K2,0.1593592958,LINK
20868,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4783,0.1593592958,LINK
20869,Brain Lower Grade Glioma (LGG),Temozolomide,PROC,0.1593592958,LINK
20870,Brain Lower Grade Glioma (LGG),Temozolomide,IWS1,0.1593592958,LINK
20871,Brain Lower Grade Glioma (LGG),Temozolomide,MYO7B,0.1593592958,LINK
20872,Brain Lower Grade Glioma (LGG),Temozolomide,LIMS2,0.1593592958,LINK
20873,Brain Lower Grade Glioma (LGG),Temozolomide,GPR17,0.1593592958,LINK
20874,Brain Lower Grade Glioma (LGG),Temozolomide,SFT2D3,0.1593592958,LINK
20875,Brain Lower Grade Glioma (LGG),Temozolomide,WDR33,0.1593592958,LINK
20876,Brain Lower Grade Glioma (LGG),Temozolomide,RNY4P7,0.1593592958,LINK
20877,Brain Lower Grade Glioma (LGG),Temozolomide,MIR3937,0.159499612,LINK
20878,Brain Lower Grade Glioma (LGG),Temozolomide,SLC4A7,0.1599219168,LINK
20879,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL859P,0.1599219168,LINK
20880,Brain Lower Grade Glioma (LGG),Temozolomide,EOMES,0.1599219168,LINK
20881,Brain Lower Grade Glioma (LGG),Temozolomide,DENND1A,0.1600051269,LINK
20882,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA72|ENSG00000207249.1,0.1602040246,LINK
20883,Brain Lower Grade Glioma (LGG),Temozolomide,POU3F3,0.1602040246,LINK
20884,Brain Lower Grade Glioma (LGG),Temozolomide,MRPS9,0.1602040246,LINK
20885,Brain Lower Grade Glioma (LGG),Temozolomide,DMGDH,0.160263789,LINK
20886,Brain Lower Grade Glioma (LGG),Temozolomide,BHMT2,0.160263789,LINK
20887,Brain Lower Grade Glioma (LGG),Temozolomide,BHMT,0.160263789,LINK
20888,Brain Lower Grade Glioma (LGG),Temozolomide,RNY3P1,0.160263789,LINK
20889,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA18|ENSG00000206592.1,0.160263789,LINK
20890,Brain Lower Grade Glioma (LGG),Temozolomide,DCT,0.1603137916,LINK
20891,Brain Lower Grade Glioma (LGG),Temozolomide,TGDS,0.1603137916,LINK
20892,Brain Lower Grade Glioma (LGG),Temozolomide,GPR180,0.1603137916,LINK
20893,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP36,0.1603137916,LINK
20894,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL585P,0.1603137916,LINK
20895,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00391,0.1603137916,LINK
20896,Brain Lower Grade Glioma (LGG),Temozolomide,SOX21,0.1603137916,LINK
20897,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00557,0.1603137916,LINK
20898,Brain Lower Grade Glioma (LGG),Temozolomide,ABCC4,0.1603137916,LINK
20899,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238463.1,0.1603137916,LINK
20900,Brain Lower Grade Glioma (LGG),Temozolomide,RNY3P8,0.1603137916,LINK
20901,Brain Lower Grade Glioma (LGG),Temozolomide,RNY4P27,0.1603137916,LINK
20902,Brain Lower Grade Glioma (LGG),Temozolomide,CLDN10,0.1603137916,LINK
20903,Brain Lower Grade Glioma (LGG),Temozolomide,DZIP1,0.1603137916,LINK
20904,Brain Lower Grade Glioma (LGG),Temozolomide,DNAJC3,0.1603137916,LINK
20905,Brain Lower Grade Glioma (LGG),Temozolomide,snR65|ENSG00000251901.1,0.1603137916,LINK
20906,Brain Lower Grade Glioma (LGG),Temozolomide,UGGT2,0.1603137916,LINK
20907,Brain Lower Grade Glioma (LGG),Temozolomide,HS6ST3,0.1603137916,LINK
20908,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL164P,0.1603137916,LINK
20909,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00359,0.1603137916,LINK
20910,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP7,0.1603137916,LINK
20911,Brain Lower Grade Glioma (LGG),Temozolomide,SNORD112|ENSG00000252154.1,0.1603137916,LINK
20912,Glioblastoma multiforme (GBM),Temozolomide,PDZD2,0.1607066,LINK
20913,Glioblastoma multiforme (GBM),Temozolomide,NPR3,0.1607066,LINK
20914,Glioblastoma multiforme (GBM),Temozolomide,TARS,0.1607066,LINK
20915,Brain Lower Grade Glioma (LGG),Temozolomide,REP15,0.1608952008,LINK
20916,Brain Lower Grade Glioma (LGG),Temozolomide,MRPS35,0.1608952008,LINK
