Index,Cancer,Drug,Gene,Raw P value,Link
4340,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RNY3P6,0.004877478528,LINK
4341,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CUL2,0.00491319037,LINK
4342,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR3611,0.00491319037,LINK
4343,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CREM,0.004938222644,LINK
4344,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CCNY,0.004938222644,LINK
4345,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PARD3,0.00493939323,LINK
4346,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RNA5SP431,0.004961628442,LINK
4347,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MAF,0.004961628442,LINK
4348,Ovarian serous cystadenocarcinoma (OV),Cisplatin,RCHY1,0.004968747273,LINK
4349,Ovarian serous cystadenocarcinoma (OV),Cisplatin,THAP6,0.004968747273,LINK
4350,Ovarian serous cystadenocarcinoma (OV),Cisplatin,C4orf26,0.004968747273,LINK
4351,Ovarian serous cystadenocarcinoma (OV),Cisplatin,CDKL2,0.004968747273,LINK
4352,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF429,0.00497702304,LINK
4353,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF100,0.00497702304,LINK
4354,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF43,0.00497702304,LINK
4355,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF208,0.00497702304,LINK
4356,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF257,0.00497702304,LINK
4357,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF676,0.00497702304,LINK
4358,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF729,0.00497702304,LINK
4359,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL8P,0.004992426685,LINK
4360,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORD112|ENSG00000251911.1,0.004992426685,LINK
4361,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,KMT2E,0.004992426685,LINK
4362,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SRPK2,0.004992426685,LINK
4363,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CNTNAP4,0.004997276217,LINK
4364,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SKP233,0.004997276217,LINK
4365,Mesothelioma (MESO),Cisplatin,RCSD1,0.004997570647,LINK
4366,Mesothelioma (MESO),Cisplatin,MPZL1,0.004997570647,LINK
4367,Mesothelioma (MESO),Cisplatin,ADCY10,0.004997570647,LINK
4368,Mesothelioma (MESO),Cisplatin,MPC2,0.004997570647,LINK
4369,Mesothelioma (MESO),Cisplatin,DCAF6,0.004997570647,LINK
4370,Mesothelioma (MESO),Cisplatin,MIR1255B2,0.004997570647,LINK
4371,Mesothelioma (MESO),Cisplatin,GPR161,0.004997570647,LINK
4372,Mesothelioma (MESO),Cisplatin,TIPRL,0.004997570647,LINK
4373,Mesothelioma (MESO),Cisplatin,SFT2D2,0.004997570647,LINK
4374,Mesothelioma (MESO),Cisplatin,ANKRD36BP1,0.004997570647,LINK
4375,Mesothelioma (MESO),Cisplatin,TBX19,0.004997570647,LINK
4376,Mesothelioma (MESO),Cisplatin,MIR557,0.004997570647,LINK
4377,Mesothelioma (MESO),Cisplatin,XCL2,0.004997570647,LINK
4378,Mesothelioma (MESO),Cisplatin,XCL1,0.004997570647,LINK
4379,Mesothelioma (MESO),Cisplatin,DPT,0.004997570647,LINK
4380,Mesothelioma (MESO),Cisplatin,LINC00626,0.004997570647,LINK
4381,Mesothelioma (MESO),Cisplatin,LINC00970,0.004997570647,LINK
4382,Mesothelioma (MESO),Cisplatin,RNA5SP66,0.004997570647,LINK
4383,Mesothelioma (MESO),Cisplatin,ATP1B1,0.004997570647,LINK
4384,Mesothelioma (MESO),Cisplatin,NME7,0.004997570647,LINK
4385,Mesothelioma (MESO),Cisplatin,BLZF1,0.004997570647,LINK
4386,Mesothelioma (MESO),Cisplatin,CCDC181,0.004997570647,LINK
4387,Mesothelioma (MESO),Cisplatin,SLC19A2,0.004997570647,LINK
4388,Mesothelioma (MESO),Cisplatin,F5,0.004997570647,LINK
4389,Mesothelioma (MESO),Cisplatin,SELP,0.004997570647,LINK
4390,Mesothelioma (MESO),Cisplatin,C1orf112,0.004997570647,LINK
4391,Mesothelioma (MESO),Cisplatin,SELL,0.004997570647,LINK
4392,Mesothelioma (MESO),Cisplatin,SELE,0.004997570647,LINK
4393,Mesothelioma (MESO),Cisplatin,METTL18,0.004997570647,LINK
4394,Mesothelioma (MESO),Cisplatin,SCYL3,0.004997570647,LINK
4395,Mesothelioma (MESO),Cisplatin,RN7SL333P,0.004997570647,LINK
4396,Mesothelioma (MESO),Cisplatin,KIFAP3,0.004997570647,LINK
4397,Mesothelioma (MESO),Cisplatin,RN7SL269P,0.004997570647,LINK
4398,Mesothelioma (MESO),Cisplatin,METTL11B,0.004997570647,LINK
4399,Mesothelioma (MESO),Cisplatin,GORAB,0.004997570647,LINK
4400,Mesothelioma (MESO),Cisplatin,PRRX1,0.004997570647,LINK
4401,Mesothelioma (MESO),Cisplatin,MROH9,0.004997570647,LINK
4402,Mesothelioma (MESO),Cisplatin,FMO3,0.004997570647,LINK
4403,Mesothelioma (MESO),Cisplatin,MIR1295A,0.004997570647,LINK
4404,Mesothelioma (MESO),Cisplatin,FMO6P,0.004997570647,LINK
4405,Mesothelioma (MESO),Cisplatin,FMO2,0.004997570647,LINK
4406,Mesothelioma (MESO),Cisplatin,FMO1,0.004997570647,LINK
4407,Mesothelioma (MESO),Cisplatin,FMO4,0.004997570647,LINK
4408,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000238859.1,0.004997570647,LINK
4409,Mesothelioma (MESO),Cisplatin,PRRC2C,0.004997570647,LINK
4410,Mesothelioma (MESO),Cisplatin,RN7SL425P,0.004997570647,LINK
4411,Mesothelioma (MESO),Cisplatin,MYOC,0.004997570647,LINK
4412,Mesothelioma (MESO),Cisplatin,VAMP4,0.004997570647,LINK
4413,Mesothelioma (MESO),Cisplatin,SCARNA20|ENSG00000253060.1,0.004997570647,LINK
4414,Mesothelioma (MESO),Cisplatin,METTL13,0.004997570647,LINK
4415,Mesothelioma (MESO),Cisplatin,DNM3,0.004997570647,LINK
4416,Mesothelioma (MESO),Cisplatin,DNM3OS,0.004997570647,LINK
4417,Mesothelioma (MESO),Cisplatin,MIR214,0.004997570647,LINK
4418,Mesothelioma (MESO),Cisplatin,MIR199A2,0.004997570647,LINK
4419,Mesothelioma (MESO),Cisplatin,SNORD112|ENSG00000252354.1,0.004997570647,LINK
4420,Mesothelioma (MESO),Cisplatin,PIGC,0.004997570647,LINK
4421,Mesothelioma (MESO),Cisplatin,C1orf105,0.004997570647,LINK
4422,Mesothelioma (MESO),Cisplatin,SUCO,0.004997570647,LINK
4423,Mesothelioma (MESO),Cisplatin,FASLG,0.004997570647,LINK
4424,Mesothelioma (MESO),Cisplatin,TNFSF18,0.004997570647,LINK
4425,Mesothelioma (MESO),Cisplatin,TNFSF4,0.004997570647,LINK
4426,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000251817.1,0.004997570647,LINK
4427,Mesothelioma (MESO),Cisplatin,PRDX6,0.004997570647,LINK
4428,Mesothelioma (MESO),Cisplatin,SLC9C2,0.004997570647,LINK
4429,Mesothelioma (MESO),Cisplatin,ANKRD45,0.004997570647,LINK
4430,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000238430.1,0.004997570647,LINK
4431,Mesothelioma (MESO),Cisplatin,CENPL,0.004997570647,LINK
4432,Mesothelioma (MESO),Cisplatin,DARS2,0.004997570647,LINK
4433,Mesothelioma (MESO),Cisplatin,GAS5,0.004997570647,LINK
4434,Mesothelioma (MESO),Cisplatin,SNORD78|ENSG00000208317.1,0.004997570647,LINK
4435,Mesothelioma (MESO),Cisplatin,ZBTB37,0.004997570647,LINK
4436,Mesothelioma (MESO),Cisplatin,SERPINC1,0.004997570647,LINK
4437,Mesothelioma (MESO),Cisplatin,RNA5SP67,0.004997570647,LINK
4438,Mesothelioma (MESO),Cisplatin,RC3H1,0.004997570647,LINK
4439,Mesothelioma (MESO),Cisplatin,RNA5SP68,0.004997570647,LINK
4440,Mesothelioma (MESO),Cisplatin,RABGAP1L,0.004997570647,LINK
4441,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000238872.1,0.004997570647,LINK
4442,Mesothelioma (MESO),Cisplatin,GPR52,0.004997570647,LINK
4443,Mesothelioma (MESO),Cisplatin,CACYBP,0.004997570647,LINK
4444,Mesothelioma (MESO),Cisplatin,MRPS14,0.004997570647,LINK
4445,Mesothelioma (MESO),Cisplatin,TNN,0.004997570647,LINK
4446,Mesothelioma (MESO),Cisplatin,KIAA0040,0.004997570647,LINK
4447,Mesothelioma (MESO),Cisplatin,TNR,0.004997570647,LINK
4448,Mesothelioma (MESO),Cisplatin,RFWD2,0.004997570647,LINK
4449,Mesothelioma (MESO),Cisplatin,SCARNA3,0.004997570647,LINK
4450,Mesothelioma (MESO),Cisplatin,PAPPA2,0.004997570647,LINK
4451,Mesothelioma (MESO),Cisplatin,ASTN1,0.004997570647,LINK
4452,Mesothelioma (MESO),Cisplatin,MIR488,0.004997570647,LINK
4453,Mesothelioma (MESO),Cisplatin,FAM5B,0.004997570647,LINK
4454,Mesothelioma (MESO),Cisplatin,SEC16B,0.004997570647,LINK
4455,Mesothelioma (MESO),Cisplatin,RASAL2,0.004997570647,LINK
4456,Mesothelioma (MESO),Cisplatin,LINC00083,0.004997570647,LINK
4457,Mesothelioma (MESO),Cisplatin,TEX35,0.004997570647,LINK
4458,Mesothelioma (MESO),Cisplatin,C1ORF220,0.004997570647,LINK
4459,Mesothelioma (MESO),Cisplatin,C1orf220,0.004997570647,LINK
4460,Mesothelioma (MESO),Cisplatin,RNA5SP69,0.004997570647,LINK
4461,Mesothelioma (MESO),Cisplatin,MIR4424,0.004997570647,LINK
4462,Mesothelioma (MESO),Cisplatin,RALGPS2,0.004997570647,LINK
4463,Mesothelioma (MESO),Cisplatin,SNORA63|ENSG00000201791.1,0.004997570647,LINK
4464,Mesothelioma (MESO),Cisplatin,ANGPTL1,0.004997570647,LINK
4465,Ovarian serous cystadenocarcinoma (OV),Cisplatin,SFXN2,0.005014344579,LINK
4466,Ovarian serous cystadenocarcinoma (OV),Cisplatin,OVCH1,0.005025584722,LINK
4467,Mesothelioma (MESO),Cisplatin,OR3A3,0.005030945848,LINK
4468,Mesothelioma (MESO),Cisplatin,OR1E2,0.005030945848,LINK
4469,Mesothelioma (MESO),Cisplatin,SPATA22,0.005030945848,LINK
4470,Mesothelioma (MESO),Cisplatin,ASPA,0.005030945848,LINK
4471,Mesothelioma (MESO),Cisplatin,TRPV3,0.005030945848,LINK
4472,Mesothelioma (MESO),Cisplatin,SHPK,0.005030945848,LINK
4473,Mesothelioma (MESO),Cisplatin,TRPV1,0.005030945848,LINK
4474,Mesothelioma (MESO),Cisplatin,CTNS,0.005030945848,LINK
4475,Mesothelioma (MESO),Cisplatin,EMC6,0.005030945848,LINK
4476,Mesothelioma (MESO),Cisplatin,P2RX5,0.005030945848,LINK
4477,Mesothelioma (MESO),Cisplatin,TAX1BP3,0.005030945848,LINK
4478,Mesothelioma (MESO),Cisplatin,ITGAE,0.005030945848,LINK
4479,Mesothelioma (MESO),Cisplatin,GSG2,0.005030945848,LINK
4480,Mesothelioma (MESO),Cisplatin,C17orf85,0.005030945848,LINK
4481,Mesothelioma (MESO),Cisplatin,CAMKK1,0.005030945848,LINK
4482,Mesothelioma (MESO),Cisplatin,P2RX1,0.005030945848,LINK
4483,Mesothelioma (MESO),Cisplatin,ATP2A3,0.005030945848,LINK
4484,Mesothelioma (MESO),Cisplatin,ZZEF1,0.005030945848,LINK
4485,Mesothelioma (MESO),Cisplatin,RNA5SP434,0.005030945848,LINK
4486,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000238807.1,0.005030945848,LINK
4487,Mesothelioma (MESO),Cisplatin,CYB5D2,0.005030945848,LINK
4488,Mesothelioma (MESO),Cisplatin,ANKFY1,0.005030945848,LINK
4489,Mesothelioma (MESO),Cisplatin,UBE2G1,0.005030945848,LINK
4490,Mesothelioma (MESO),Cisplatin,RN7SL774P,0.005030945848,LINK
4491,Mesothelioma (MESO),Cisplatin,SPNS3,0.005030945848,LINK
4492,Mesothelioma (MESO),Cisplatin,SPNS2,0.005030945848,LINK
4493,Mesothelioma (MESO),Cisplatin,MYBBP1A,0.005030945848,LINK
4494,Mesothelioma (MESO),Cisplatin,GGT6,0.005030945848,LINK
4495,Mesothelioma (MESO),Cisplatin,SMTNL2,0.005030945848,LINK
4496,Mesothelioma (MESO),Cisplatin,ALOX15,0.005030945848,LINK
4497,Mesothelioma (MESO),Cisplatin,PELP1,0.005030945848,LINK
4498,Mesothelioma (MESO),Cisplatin,ARRB2,0.005030945848,LINK
4499,Mesothelioma (MESO),Cisplatin,MED11,0.005030945848,LINK
4500,Mesothelioma (MESO),Cisplatin,CXCL16,0.005030945848,LINK
4501,Mesothelioma (MESO),Cisplatin,ZMYND15,0.005030945848,LINK
4502,Mesothelioma (MESO),Cisplatin,GLTPD2,0.005030945848,LINK
4503,Mesothelioma (MESO),Cisplatin,TM4SF5,0.005030945848,LINK
4504,Mesothelioma (MESO),Cisplatin,VMO1,0.005030945848,LINK
4505,Mesothelioma (MESO),Cisplatin,PLD2,0.005030945848,LINK
4506,Mesothelioma (MESO),Cisplatin,PSMB6,0.005030945848,LINK
4507,Mesothelioma (MESO),Cisplatin,MINK1,0.005030945848,LINK
4508,Mesothelioma (MESO),Cisplatin,RN7SL171P,0.005030945848,LINK
4509,Mesothelioma (MESO),Cisplatin,RN7SL784P,0.005030945848,LINK
4510,Mesothelioma (MESO),Cisplatin,CHRNE,0.005030945848,LINK
4511,Mesothelioma (MESO),Cisplatin,C17orf107,0.005030945848,LINK
4512,Mesothelioma (MESO),Cisplatin,GP1BA,0.005030945848,LINK
4513,Mesothelioma (MESO),Cisplatin,SLC25A11,0.005030945848,LINK
4514,Mesothelioma (MESO),Cisplatin,RNF167,0.005030945848,LINK
4515,Mesothelioma (MESO),Cisplatin,ENO3,0.005030945848,LINK
4516,Mesothelioma (MESO),Cisplatin,PFN1,0.005030945848,LINK
4517,Mesothelioma (MESO),Cisplatin,SPAG7,0.005030945848,LINK
4518,Mesothelioma (MESO),Cisplatin,CAMTA2,0.005030945848,LINK
4519,Mesothelioma (MESO),Cisplatin,INCA1,0.005030945848,LINK
4520,Mesothelioma (MESO),Cisplatin,KIF1C,0.005030945848,LINK
4521,Mesothelioma (MESO),Cisplatin,SLC52A1,0.005030945848,LINK
4522,Mesothelioma (MESO),Cisplatin,ZFP3,0.005030945848,LINK
4523,Mesothelioma (MESO),Cisplatin,USP6,0.005030945848,LINK
4524,Mesothelioma (MESO),Cisplatin,ZNF232,0.005030945848,LINK
4525,Mesothelioma (MESO),Cisplatin,ZNF594,0.005030945848,LINK
4526,Mesothelioma (MESO),Cisplatin,SCIMP,0.005030945848,LINK
4527,Mesothelioma (MESO),Cisplatin,RABEP1,0.005030945848,LINK
4528,Mesothelioma (MESO),Cisplatin,NUP88,0.005030945848,LINK
4529,Mesothelioma (MESO),Cisplatin,RPAIN,0.005030945848,LINK
4530,Mesothelioma (MESO),Cisplatin,C1QBP,0.005030945848,LINK
4531,Mesothelioma (MESO),Cisplatin,DHX33,0.005030945848,LINK
4532,Mesothelioma (MESO),Cisplatin,DERL2,0.005030945848,LINK
4533,Mesothelioma (MESO),Cisplatin,MIS12,0.005030945848,LINK
4534,Mesothelioma (MESO),Cisplatin,NLRP1,0.005030945848,LINK
4535,Mesothelioma (MESO),Cisplatin,WSCD1,0.005030945848,LINK
4536,Mesothelioma (MESO),Cisplatin,AIPL1,0.005030945848,LINK
4537,Mesothelioma (MESO),Cisplatin,FAM64A,0.005030945848,LINK
4538,Mesothelioma (MESO),Cisplatin,ACKR6,0.005030945848,LINK
4539,Mesothelioma (MESO),Cisplatin,KIAA0753,0.005030945848,LINK
4540,Mesothelioma (MESO),Cisplatin,RNA5SP435,0.005030945848,LINK
4541,Mesothelioma (MESO),Cisplatin,MED31,0.005030945848,LINK
4542,Mesothelioma (MESO),Cisplatin,TXNDC17,0.005030945848,LINK
4543,Mesothelioma (MESO),Cisplatin,C17orf100,0.005030945848,LINK
4544,Mesothelioma (MESO),Cisplatin,MIR4520B,0.005030945848,LINK
4545,Mesothelioma (MESO),Cisplatin,SLC13A5,0.005030945848,LINK
4546,Mesothelioma (MESO),Cisplatin,XAF1,0.005030945848,LINK
4547,Mesothelioma (MESO),Cisplatin,FBXO39,0.005030945848,LINK
4548,Mesothelioma (MESO),Cisplatin,TEKT1,0.005030945848,LINK
4549,Mesothelioma (MESO),Cisplatin,ALOX12P2,0.005030945848,LINK
4550,Mesothelioma (MESO),Cisplatin,ALOX12,0.005030945848,LINK
4551,Mesothelioma (MESO),Cisplatin,C17orf49,0.005030945848,LINK
4552,Mesothelioma (MESO),Cisplatin,MIR497HG,0.005030945848,LINK
4553,Mesothelioma (MESO),Cisplatin,RNASEK,0.005030945848,LINK
4554,Mesothelioma (MESO),Cisplatin,BCL6B,0.005030945848,LINK
4555,Mesothelioma (MESO),Cisplatin,SLC16A11,0.005030945848,LINK
4556,Mesothelioma (MESO),Cisplatin,SLC16A13,0.005030945848,LINK
4557,Mesothelioma (MESO),Cisplatin,CLEC10A,0.005030945848,LINK
4558,Mesothelioma (MESO),Cisplatin,ASGR2,0.005030945848,LINK
4559,Mesothelioma (MESO),Cisplatin,ASGR1,0.005030945848,LINK
4560,Mesothelioma (MESO),Cisplatin,DLG4,0.005030945848,LINK
4561,Mesothelioma (MESO),Cisplatin,ACADVL,0.005030945848,LINK
4562,Mesothelioma (MESO),Cisplatin,DVL2,0.005030945848,LINK
4563,Mesothelioma (MESO),Cisplatin,MIR324,0.005030945848,LINK
4564,Mesothelioma (MESO),Cisplatin,PHF23,0.005030945848,LINK
4565,Mesothelioma (MESO),Cisplatin,GABARAP,0.005030945848,LINK
4566,Mesothelioma (MESO),Cisplatin,CTDNEP1,0.005030945848,LINK
4567,Mesothelioma (MESO),Cisplatin,ELP5,0.005030945848,LINK
4568,Mesothelioma (MESO),Cisplatin,CLDN7,0.005030945848,LINK
4569,Mesothelioma (MESO),Cisplatin,SLC2A4,0.005030945848,LINK
4570,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SEPT11,0.005032297897,LINK
4571,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CCNI,0.005032297897,LINK
4572,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CCNG2,0.005032297897,LINK
4573,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CXCL13,0.005032297897,LINK
4574,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORD75|ENSG00000221711.1,0.005032297897,LINK
4575,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CNOT6L,0.005032297897,LINK
4576,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MRPL1,0.005032297897,LINK
4577,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FRAS1,0.005032297897,LINK
4578,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ANXA3,0.005032297897,LINK
4579,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238816.1,0.005032297897,LINK
4580,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,BMP2K,0.005032297897,LINK
4581,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR5096,0.005032297897,LINK
4582,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PAQR3,0.005032297897,LINK
4583,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL127P,0.005032297897,LINK
4584,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NAA11,0.005032297897,LINK
4585,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GK2,0.005032297897,LINK
4586,Mesothelioma (MESO),Cisplatin,IGSF9,0.005059753961,LINK
4587,Mesothelioma (MESO),Cisplatin,SLAMF9,0.005059753961,LINK
4588,Mesothelioma (MESO),Cisplatin,PIGM,0.005059753961,LINK
4589,Mesothelioma (MESO),Cisplatin,KCNJ10,0.005059753961,LINK
4590,Mesothelioma (MESO),Cisplatin,KCNJ9,0.005059753961,LINK
4591,Mesothelioma (MESO),Cisplatin,IGSF8,0.005059753961,LINK
4592,Mesothelioma (MESO),Cisplatin,ATP1A2,0.005059753961,LINK
4593,Mesothelioma (MESO),Cisplatin,ATP1A4,0.005059753961,LINK
4594,Mesothelioma (MESO),Cisplatin,CASQ1,0.005059753961,LINK
4595,Mesothelioma (MESO),Cisplatin,PEA15,0.005059753961,LINK
4596,Mesothelioma (MESO),Cisplatin,DCAF8,0.005059753961,LINK
4597,Mesothelioma (MESO),Cisplatin,PEX19,0.005059753961,LINK
4598,Mesothelioma (MESO),Cisplatin,COPA,0.005059753961,LINK
4599,Mesothelioma (MESO),Cisplatin,NCSTN,0.005059753961,LINK
4600,Mesothelioma (MESO),Cisplatin,NHLH1,0.005059753961,LINK
4601,Mesothelioma (MESO),Cisplatin,VANGL2,0.005059753961,LINK
4602,Mesothelioma (MESO),Cisplatin,SLAMF6,0.005059753961,LINK
4603,Mesothelioma (MESO),Cisplatin,CD84,0.005059753961,LINK
4604,Mesothelioma (MESO),Cisplatin,SLAMF1,0.005059753961,LINK
4605,Mesothelioma (MESO),Cisplatin,CD48,0.005059753961,LINK
4606,Mesothelioma (MESO),Cisplatin,SLAMF7,0.005059753961,LINK
4607,Mesothelioma (MESO),Cisplatin,LY9,0.005059753961,LINK
4608,Mesothelioma (MESO),Cisplatin,CD244,0.005059753961,LINK
4609,Mesothelioma (MESO),Cisplatin,ITLN1,0.005059753961,LINK
4610,Mesothelioma (MESO),Cisplatin,ITLN2,0.005059753961,LINK
4611,Mesothelioma (MESO),Cisplatin,F11R,0.005059753961,LINK
4612,Mesothelioma (MESO),Cisplatin,TSTD1,0.005059753961,LINK
4613,Mesothelioma (MESO),Cisplatin,USF1,0.005059753961,LINK
4614,Mesothelioma (MESO),Cisplatin,ARHGAP30,0.005059753961,LINK
4615,Mesothelioma (MESO),Cisplatin,PVRL4,0.005059753961,LINK
4616,Mesothelioma (MESO),Cisplatin,KLHDC9,0.005059753961,LINK
4617,Mesothelioma (MESO),Cisplatin,PFDN2,0.005059753961,LINK
4618,Mesothelioma (MESO),Cisplatin,NIT1,0.005059753961,LINK
4619,Mesothelioma (MESO),Cisplatin,DEDD,0.005059753961,LINK
4620,Mesothelioma (MESO),Cisplatin,ACA64|ENSG00000238934.1,0.005059753961,LINK
4621,Mesothelioma (MESO),Cisplatin,UFC1,0.005059753961,LINK
4622,Mesothelioma (MESO),Cisplatin,USP21,0.005059753961,LINK
4623,Mesothelioma (MESO),Cisplatin,B4GALT3,0.005059753961,LINK
4624,Mesothelioma (MESO),Cisplatin,PPOX,0.005059753961,LINK
4625,Mesothelioma (MESO),Cisplatin,ADAMTS4,0.005059753961,LINK
4626,Mesothelioma (MESO),Cisplatin,NDUFS2,0.005059753961,LINK
4627,Mesothelioma (MESO),Cisplatin,FCER1G,0.005059753961,LINK
4628,Mesothelioma (MESO),Cisplatin,APOA2,0.005059753961,LINK
4629,Mesothelioma (MESO),Cisplatin,MIR5187,0.005059753961,LINK
4630,Mesothelioma (MESO),Cisplatin,NR1I3,0.005059753961,LINK
4631,Mesothelioma (MESO),Cisplatin,TOMM40L,0.005059753961,LINK
4632,Mesothelioma (MESO),Cisplatin,PCP4L1,0.005059753961,LINK
4633,Mesothelioma (MESO),Cisplatin,MPZ,0.005059753961,LINK
4634,Mesothelioma (MESO),Cisplatin,SDHC,0.005059753961,LINK
4635,Mesothelioma (MESO),Cisplatin,C1orf192,0.005059753961,LINK
4636,Mesothelioma (MESO),Cisplatin,FCGR2A,0.005059753961,LINK
4637,Mesothelioma (MESO),Cisplatin,FCGR2B,0.005059753961,LINK
4638,Mesothelioma (MESO),Cisplatin,FCGR2C,0.005059753961,LINK
4639,Mesothelioma (MESO),Cisplatin,FCGR3A,0.005059753961,LINK
4640,Mesothelioma (MESO),Cisplatin,FCGR3B,0.005059753961,LINK
4641,Mesothelioma (MESO),Cisplatin,HSPA6,0.005059753961,LINK
4642,Mesothelioma (MESO),Cisplatin,RPL31P11,0.005059753961,LINK
4643,Mesothelioma (MESO),Cisplatin,FCRLA,0.005059753961,LINK
4644,Mesothelioma (MESO),Cisplatin,FCRLB,0.005059753961,LINK
4645,Mesothelioma (MESO),Cisplatin,RN7SL466P,0.005059753961,LINK
4646,Mesothelioma (MESO),Cisplatin,DUSP12,0.005059753961,LINK
4647,Mesothelioma (MESO),Cisplatin,ATF6,0.005059753961,LINK
4648,Mesothelioma (MESO),Cisplatin,OLFML2B,0.005059753961,LINK
4649,Mesothelioma (MESO),Cisplatin,NOS1AP,0.005059753961,LINK
4650,Mesothelioma (MESO),Cisplatin,MIR4654,0.005059753961,LINK
4651,Mesothelioma (MESO),Cisplatin,RNA5SP61,0.005059753961,LINK
4652,Mesothelioma (MESO),Cisplatin,MIR556,0.005059753961,LINK
4653,Mesothelioma (MESO),Cisplatin,C1orf226,0.005059753961,LINK
4654,Mesothelioma (MESO),Cisplatin,C1orf111,0.005059753961,LINK
4655,Mesothelioma (MESO),Cisplatin,SH2D1B,0.005059753961,LINK
4656,Mesothelioma (MESO),Cisplatin,UHMK1,0.005059753961,LINK
4657,Mesothelioma (MESO),Cisplatin,UAP1,0.005059753961,LINK
4658,Mesothelioma (MESO),Cisplatin,DDR2,0.005059753961,LINK
4659,Mesothelioma (MESO),Cisplatin,RN7SL861P,0.005059753961,LINK
4660,Mesothelioma (MESO),Cisplatin,HSD17B7,0.005059753961,LINK
4661,Mesothelioma (MESO),Cisplatin,C1orf110,0.005059753961,LINK
4662,Mesothelioma (MESO),Cisplatin,RGS4,0.005059753961,LINK
4663,Mesothelioma (MESO),Cisplatin,RGS5,0.005059753961,LINK
4664,Mesothelioma (MESO),Cisplatin,NUF2,0.005059753961,LINK
4665,Mesothelioma (MESO),Cisplatin,SNORD112|ENSG00000252740.1,0.005059753961,LINK
4666,Mesothelioma (MESO),Cisplatin,RNA5SP62,0.005059753961,LINK
4667,Mesothelioma (MESO),Cisplatin,RNA5SP63,0.005059753961,LINK
4668,Mesothelioma (MESO),Cisplatin,U3|ENSG00000212538.1,0.005059753961,LINK
4669,Mesothelioma (MESO),Cisplatin,PBX1,0.005059753961,LINK
4670,Mesothelioma (MESO),Cisplatin,SNORD112|ENSG00000252359.1,0.005059753961,LINK
4671,Mesothelioma (MESO),Cisplatin,LMX1A,0.005059753961,LINK
4672,Mesothelioma (MESO),Cisplatin,RXRG,0.005059753961,LINK
4673,Mesothelioma (MESO),Cisplatin,LRRC52,0.005059753961,LINK
4674,Mesothelioma (MESO),Cisplatin,MGST3,0.005059753961,LINK
4675,Mesothelioma (MESO),Cisplatin,ALDH9A1,0.005059753961,LINK
4676,Mesothelioma (MESO),Cisplatin,TMCO1,0.005059753961,LINK
4677,Mesothelioma (MESO),Cisplatin,UCK2,0.005059753961,LINK
4678,Mesothelioma (MESO),Cisplatin,RNA5SP64,0.005059753961,LINK
4679,Mesothelioma (MESO),Cisplatin,FAM78B,0.005059753961,LINK
4680,Mesothelioma (MESO),Cisplatin,MIR921,0.005059753961,LINK
